address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct,zip_code_num,long,lat
"Vestervang 31, 5. MF",8000 Aarhus C,2248000,2015-11-17,Alm. Salg,33552.0,2.0,Lejlighed,67.0,1983.0,0.0,8000,10.192019,56.164425
"Teglværksgade 14, 4. TV",8000 Aarhus C,1725000,2015-11-17,Alm. Salg,30263.0,2.0,Lejlighed,57.0,1928.0,-1.0,8000,10.199821,56.159259
"Frederiksgade 18, 2. 4",8000 Aarhus C,1600000,2015-11-17,Andet,24242.0,2.0,Lejlighed,66.0,2004.0,0.0,8000,10.206137,56.155891
"Mariane Thomsens Gade 31, 4. 3",8000 Aarhus C,3498000,2015-11-17,Alm. Salg,27328.0,3.0,Lejlighed,128.0,2013.0,0.0,8000,10.230183,56.165327
"Grete Løchtes Gade 6, 4. TV",8000 Aarhus C,2999000,2015-11-17,Alm. Salg,31568.0,3.0,Lejlighed,95.0,2016.0,0.0,8000,10.22472,56.165726
"Vestergade 78, 3. TV",8000 Aarhus C,2225000,2015-11-16,Alm. Salg,29666.0,3.0,Lejlighed,75.0,1927.0,-3.0,8000,10.198421,56.157102
"Strandvejen 8A, 1. TH",8000 Aarhus C,1920000,2015-11-16,Alm. Salg,30476.0,2.0,Lejlighed,63.0,1914.0,-4.0,8000,10.208965,56.147848
"Strandvejen 8, 1",8000 Aarhus C,2350000,2015-11-16,Alm. Salg,27976.0,3.0,Lejlighed,84.0,1898.0,-2.0,8000,10.209,56.147933
"Lundbyesgade 11, 4. TH",8000 Aarhus C,1837500,2015-11-16,Alm. Salg,34669.0,2.0,Lejlighed,53.0,1927.0,-1.0,8000,10.195766,56.155219
"Nordborggade 1, 1. TV",8000 Aarhus C,2325000,2015-11-16,Alm. Salg,28012.0,3.0,Lejlighed,83.0,1958.0,0.0,8000,10.186859,56.143902
"Dagmar Petersens Gade 94, 3. 3",8000 Aarhus C,4450000,2015-11-16,Alm. Salg,39380.0,2.0,Lejlighed,113.0,2016.0,0.0,8000,10.227889,56.166993
"Dagmar Petersens Gade 68, 2. TH",8000 Aarhus C,4649000,2015-11-16,Alm. Salg,29993.0,4.0,Lejlighed,155.0,2016.0,0.0,8000,10.224678,56.165936
"Kirkegårdsvej 11, 1. TH",8000 Aarhus C,1865000,2015-11-15,Alm. Salg,33303.0,2.0,Lejlighed,56.0,1884.0,0.0,8000,10.2107,56.164252
"Langenæs Allé 43, KL",8000 Aarhus C,1993000,2015-11-13,Alm. Salg,24012.0,4.0,Lejlighed,83.0,1968.0,0.0,8000,10.181825,56.141335
Søgade 8B,8000 Aarhus C,2825000,2015-11-13,Alm. Salg,26157.0,4.0,Lejlighed,108.0,1986.0,0.0,8000,10.19832,56.150337
"Viborgvej 25, 1. TH",8000 Aarhus C,2745000,2015-11-13,Alm. Salg,36118.0,3.0,Lejlighed,76.0,1930.0,-2.0,8000,10.190237,56.158439
"Nordborggade 1, 1. TH",8000 Aarhus C,1350000,2015-11-13,Fam. Salg,22500.0,2.0,Lejlighed,60.0,1958.0,0.0,8000,10.186859,56.143902
"Klostertorvet 11, 2. 7",8000 Aarhus C,3400000,2015-11-13,Alm. Salg,39534.0,3.0,Lejlighed,86.0,2015.0,0.0,8000,10.20583,56.158084
"Dagmar Petersens Gade 98, 6. 2",8000 Aarhus C,12200000,2015-11-13,Alm. Salg,48221.0,5.0,Lejlighed,253.0,2016.0,0.0,8000,10.227644,56.167123
"Møllegade 7A, 2. 3",8000 Aarhus C,2098000,2015-11-12,Alm. Salg,32781.0,2.0,Lejlighed,64.0,1995.0,0.0,8000,10.201302,56.156868
"Ewaldsgade 14, 4. TH",8000 Aarhus C,2020000,2015-11-12,Alm. Salg,34827.0,2.0,Lejlighed,58.0,1913.0,-1.0,8000,10.195736,56.148794
"Langenæs Allé 33, 2. TV",8000 Aarhus C,1985000,2015-11-12,Alm. Salg,25448.0,3.0,Lejlighed,78.0,1968.0,0.0,8000,10.182677,56.14117
Rungstedvej 7,8000 Aarhus C,9450000,2015-11-12,Alm. Salg,52500.0,5.0,Rækkehus,180.0,1928.0,-5.0,8000,10.19754,56.139702
"Montanagade 3, 1",8000 Aarhus C,6700000,2015-11-12,Alm. Salg,35263.0,6.0,Lejlighed,190.0,1872.0,0.0,8000,10.200052,56.147733
"Janus La Cours Gade 3, 2. TH",8000 Aarhus C,1530000,2015-11-12,Fam. Salg,26379.0,2.0,Lejlighed,58.0,1928.0,0.0,8000,10.197961,56.157538
Skovvejen 123B,8000 Aarhus C,2325000,2015-11-11,Alm. Salg,29430.0,2.0,Lejlighed,79.0,2009.0,-1.0,8000,10.218314,56.168104
"Marselis Boulevard 65, 2. TV",8000 Aarhus C,2398000,2015-11-11,Alm. Salg,38063.0,3.0,Lejlighed,63.0,1933.0,0.0,8000,10.193454,56.139889
"Teglværksgade 18, 1. TH",8000 Aarhus C,2075000,2015-11-11,Alm. Salg,33467.0,2.0,Lejlighed,62.0,1928.0,-1.0,8000,10.199933,56.159487
"Jægergårdsgade 114A, 1. TV",8000 Aarhus C,1800000,2015-11-11,Alm. Salg,31034.0,2.0,Lejlighed,58.0,2004.0,-4.0,8000,10.204764,56.148181
"Ceres Allé 7, 13. 1",8000 Aarhus C,3225000,2015-11-11,Alm. Salg,36235.0,3.0,Lejlighed,89.0,2016.0,0.0,8000,10.191218,56.154591
"Vestre Ringgade 198, 4. TH",8000 Aarhus C,977500,2015-11-11,Fam. Salg,16853.0,2.0,Lejlighed,58.0,1951.0,0.0,8000,10.193583,56.16866
"Marselis Boulevard 34, 14. MF",8000 Aarhus C,1050000,2015-11-10,Alm. Salg,22826.0,1.0,Lejlighed,46.0,1967.0,-4.0,8000,10.198517,56.141161
"Ny Munkegade 68, 3. TH",8000 Aarhus C,1925000,2015-11-10,Alm. Salg,35000.0,3.0,Lejlighed,55.0,1900.0,-4.0,8000,10.202176,56.163378
"Kirkegårdsvej 9, 1. TH",8000 Aarhus C,1800000,2015-11-10,Alm. Salg,39130.0,2.0,Lejlighed,46.0,1884.0,0.0,8000,10.210631,56.164203
"Kirkegårdsvej 9, 1. TV",8000 Aarhus C,1840000,2015-11-10,Alm. Salg,32857.0,2.0,Lejlighed,56.0,1884.0,0.0,8000,10.210631,56.164203
"Bernhardt Jensens Boulevard 123, 7. 3",8000 Aarhus C,7800000,2015-11-10,Alm. Salg,44571.0,3.0,Lejlighed,175.0,2017.0,0.0,8000,10.227451,56.166812
"Nørrebrogade 20F, ST. TH",8000 Aarhus C,2400000,2015-11-10,Alm. Salg,33802.0,3.0,Lejlighed,71.0,2015.0,-4.0,8000,10.211548,56.163617
Valdemarsgade 25,8000 Aarhus C,4780000,2015-11-09,Alm. Salg,36769.0,4.0,Rækkehus,130.0,1890.0,-4.0,8000,10.19802,56.15092
"Knudrisgade 18, 1",8000 Aarhus C,2400000,2015-11-09,Alm. Salg,27906.0,4.0,Lejlighed,86.0,1872.0,-4.0,8000,10.21288,56.162649
"Fåborggade 12, ST",8000 Aarhus C,3100000,2015-11-09,Alm. Salg,33695.0,3.0,Lejlighed,92.0,1911.0,-6.0,8000,10.202457,56.143675
"Klostertorvet 11, 3. 4",8000 Aarhus C,2025000,2015-11-09,Alm. Salg,41326.0,2.0,Lejlighed,49.0,2015.0,0.0,8000,10.20583,56.158084
"Grønnegade 82, 3. 20",8000 Aarhus C,1480000,2015-11-08,Alm. Salg,29019.0,2.0,Lejlighed,51.0,1970.0,-3.0,8000,10.199785,56.16098
"Vestervang 30, 5. MF",8000 Aarhus C,2248000,2015-11-08,Alm. Salg,33058.0,2.0,Lejlighed,68.0,1983.0,0.0,8000,10.192238,56.164386
"Max Müllers Gade 2B, 1. TH",8000 Aarhus C,2900000,2015-11-08,Alm. Salg,27884.0,3.0,Lejlighed,104.0,1927.0,-4.0,8000,10.189903,56.144978
"Jægergårdsgade 116, 2. 5",8000 Aarhus C,2000000,2015-11-08,Alm. Salg,29850.0,2.0,Lejlighed,67.0,1890.0,-2.0,8000,10.205401,56.147402
"Marselis Boulevard 38, 3. 301",8000 Aarhus C,1995000,2015-11-06,Alm. Salg,27328.0,2.0,Lejlighed,73.0,1966.0,0.0,8000,10.196882,56.140993
"Vesterbrogade 9, 4. TH",8000 Aarhus C,2450000,2015-11-06,Alm. Salg,26344.0,4.0,Lejlighed,93.0,1929.0,-12.0,8000,10.196985,56.157876
"Klostertorvet 11, 2. 12",8000 Aarhus C,1825000,2015-11-06,Alm. Salg,40555.0,2.0,Lejlighed,45.0,2015.0,0.0,8000,10.20583,56.158084
"Ceres Allé 7, 19",8000 Aarhus C,8600000,2015-11-06,Alm. Salg,62318.0,4.0,Lejlighed,138.0,2016.0,0.0,8000,10.191218,56.154591
"Høegh-Guldbergs Gade 123, 2. TV",8000 Aarhus C,2575000,2015-11-05,Alm. Salg,34333.0,3.0,Lejlighed,75.0,1897.0,-1.0,8000,10.203457,56.164471
"Silkeborgvej 110, 1. TV",8000 Aarhus C,1650000,2015-11-05,Alm. Salg,26190.0,2.0,Lejlighed,63.0,1935.0,-6.0,8000,10.180817,56.156809
"Hans Schourups Gade 8, 4. TV",8000 Aarhus C,2016000,2015-11-05,Alm. Salg,28800.0,2.0,Lejlighed,70.0,1935.0,1.0,8000,10.191557,56.141619
"Janus La Cours Gade 6, 2. TV",8000 Aarhus C,1998000,2015-11-04,Alm. Salg,35678.0,2.0,Lejlighed,56.0,1928.0,0.0,8000,10.197654,56.157595
"Mejlgade 43B, 2",8000 Aarhus C,2065000,2015-11-04,Alm. Salg,32265.0,2.0,Lejlighed,64.0,1827.0,-2.0,8000,10.21221,56.159475
"Kaserneboulevarden 27, 1",8000 Aarhus C,6200000,2015-11-04,Alm. Salg,22222.0,9.0,Villa,279.0,1915.0,12.0,8000,10.197879,56.164354
"Kirkegårdsvej 7, 1. TH",8000 Aarhus C,1865000,2015-11-04,Alm. Salg,32719.0,2.0,Lejlighed,57.0,1886.0,0.0,8000,10.210506,56.164128
"Søndre Ringgade 63, 1. TV",8000 Aarhus C,1020000,2015-11-03,Fam. Salg,15692.0,2.0,Lejlighed,65.0,1938.0,0.0,8000,10.186533,56.145576
"Søgade 1B, 2. TV",8000 Aarhus C,2025000,2015-11-03,Alm. Salg,38942.0,2.0,Lejlighed,52.0,2006.0,-3.0,8000,10.198419,56.150107
"Tage-Hansens Gade 11, 3. TV",8000 Aarhus C,1320000,2015-11-03,Fam. Salg,16708.0,3.0,Lejlighed,79.0,1945.0,0.0,8000,10.184193,56.157855
"Ankersgade 7, 4. TH",8000 Aarhus C,1630000,2015-11-03,Alm. Salg,33958.0,2.0,Lejlighed,48.0,1900.0,-4.0,8000,10.192624,56.148272
"Helga Pedersens Gade 5, ST. 2",8000 Aarhus C,2550000,2015-11-03,Alm. Salg,38059.0,2.0,Lejlighed,67.0,2014.0,-2.0,8000,10.2294,56.16676
"Hedemannsgade 14, 3. TH",8000 Aarhus C,1750000,2015-11-02,Alm. Salg,33018.0,2.0,Lejlighed,53.0,1911.0,-3.0,8000,10.191397,56.146904
F.G.E. Rostrups Vej 2,8000 Aarhus C,3100000,2015-11-02,Andet,25203.0,4.0,Villa,123.0,1923.0,0.0,8000,10.188374,56.159509
"Steinmannsgade 3, 1. TV",8000 Aarhus C,2100000,2015-11-02,Alm. Salg,33870.0,2.0,Lejlighed,62.0,1917.0,-3.0,8000,10.190642,56.145941
"Lundingsgade 15, 3. TH",8000 Aarhus C,2148000,2015-11-02,Alm. Salg,33562.0,2.0,Lejlighed,64.0,1901.0,0.0,8000,10.195436,56.146227
"Finderupvej 2M, 2. 5",8000 Aarhus C,2250000,2015-11-02,Alm. Salg,32142.0,2.0,Lejlighed,70.0,2009.0,0.0,8000,10.181402,56.155227
"Østboulevarden 33, 2",8000 Aarhus C,1300000,2015-11-02,Fam. Salg,24074.0,2.0,Lejlighed,54.0,1898.0,0.0,8000,10.212471,56.164832
"Klostertorvet 11, 3. 8",8000 Aarhus C,2230000,2015-11-02,Alm. Salg,35396.0,2.0,Lejlighed,63.0,2015.0,0.0,8000,10.20583,56.158084
"Eckersbergsgade 19, 1. TV",8000 Aarhus C,2230000,2015-11-01,Alm. Salg,32794.0,2.0,Lejlighed,68.0,1936.0,-1.0,8000,10.195882,56.151776
"Vestervang 41, 5. 4157",8000 Aarhus C,4030000,2015-10-31,Alm. Salg,27046.0,3.0,Lejlighed,149.0,1969.0,-4.0,8000,10.189107,56.165055
"Sølystgade 36, 2",8000 Aarhus C,1720260,2015-10-30,Fam. Salg,30718.0,2.0,Lejlighed,56.0,1898.0,0.0,8000,10.204922,56.162094
"Ringkøbingvej 6, ST. TH",8000 Aarhus C,1735000,2015-10-30,Alm. Salg,29406.0,2.0,Lejlighed,59.0,1939.0,-4.0,8000,10.189129,56.157111
"Søndre Ringgade 13, 1. TV",8000 Aarhus C,2725000,2015-10-30,Alm. Salg,33231.0,3.0,Lejlighed,82.0,1933.0,-1.0,8000,10.192652,56.141577
"Schleppegrellsgade 27, 4",8000 Aarhus C,1898000,2015-10-30,Alm. Salg,26000.0,3.0,Lejlighed,73.0,1913.0,0.0,8000,10.191822,56.147664
"Kaløgade 2, 4. TH",8000 Aarhus C,1630000,2015-10-30,Alm. Salg,32600.0,2.0,Lejlighed,50.0,1902.0,-4.0,8000,10.21419,56.161747
"Sjællandsgade 119A, 3. TH",8000 Aarhus C,1575000,2015-10-30,Alm. Salg,33510.0,2.0,Lejlighed,47.0,1899.0,0.0,8000,10.202856,56.16347
"Klostertorvet 11, 2. 2",8000 Aarhus C,1975000,2015-10-30,Alm. Salg,37980.0,2.0,Lejlighed,52.0,2015.0,0.0,8000,10.20583,56.158084
"Ceres Allé 7, 18. 2",8000 Aarhus C,5900000,2015-10-30,Alm. Salg,44029.0,4.0,Lejlighed,134.0,2016.0,0.0,8000,10.191218,56.154591
"Klostertorvet 11, 2. 10",8000 Aarhus C,2335000,2015-10-30,Alm. Salg,35923.0,2.0,Lejlighed,65.0,2015.0,0.0,8000,10.20583,56.158084
"Søndre Ringgade 7, KL",8000 Aarhus C,1655000,2015-10-29,Alm. Salg,17061.0,4.0,Lejlighed,97.0,1933.0,-5.0,8000,10.193184,56.141253
"Langenæs Allé 43, ST. TV",8000 Aarhus C,2098000,2015-10-29,Alm. Salg,27605.0,3.0,Lejlighed,76.0,1968.0,0.0,8000,10.181825,56.141335
"Nordborggade 29, 3. 4",8000 Aarhus C,828000,2015-10-28,Fam. Salg,21789.0,1.0,Lejlighed,38.0,1960.0,0.0,8000,10.185683,56.144848
Rungstedvej 5,8000 Aarhus C,1270000,2015-10-28,Alm. Salg,7055.0,7.0,Rækkehus,180.0,1929.0,0.0,8000,10.197699,56.139727
"Nordborggade 14, 2. TV",8000 Aarhus C,2150000,2015-10-28,Alm. Salg,27922.0,3.0,Lejlighed,77.0,1944.0,-3.0,8000,10.186476,56.144723
"Vestervang 9, 1. 912",8000 Aarhus C,2110000,2015-10-28,Alm. Salg,29718.0,2.0,Lejlighed,71.0,1970.0,-4.0,8000,10.193816,56.162228
"Langenæs Allé 41, ST. MF",8000 Aarhus C,1765000,2015-10-28,Alm. Salg,30431.0,2.0,Lejlighed,58.0,1968.0,-2.0,8000,10.182081,56.1414
"Vestre Ringgade 202, ST. TV",8000 Aarhus C,2000000,2015-10-28,Alm. Salg,23529.0,3.0,Lejlighed,85.0,1948.0,0.0,8000,10.193957,56.168818
"Vestre Ringgade 48, ST. TV",8000 Aarhus C,1250000,2015-10-27,Fam. Salg,18939.0,2.0,Lejlighed,66.0,1940.0,0.0,8000,10.183221,56.157433
"Sjællandsgade 119B, 2. TH",8000 Aarhus C,1500000,2015-10-27,Alm. Salg,30000.0,2.0,Lejlighed,50.0,1899.0,0.0,8000,10.202826,56.163561
"Klostertorvet 11, 1. 5",8000 Aarhus C,1950000,2015-10-27,Alm. Salg,39000.0,2.0,Lejlighed,50.0,2015.0,0.0,8000,10.20583,56.158084
"Finderupvej 2L, 1. 2",8000 Aarhus C,2100000,2015-10-27,Alm. Salg,29577.0,2.0,Lejlighed,71.0,2009.0,0.0,8000,10.181397,56.155402
"Finderupvej 2M, 2. 2",8000 Aarhus C,2050000,2015-10-27,Alm. Salg,31538.0,2.0,Lejlighed,65.0,2009.0,0.0,8000,10.181402,56.155227
"Klostertorvet 11, 3. 5",8000 Aarhus C,2025000,2015-10-27,Alm. Salg,40500.0,2.0,Lejlighed,50.0,2015.0,0.0,8000,10.20583,56.158084
"Klostertorvet 11, 1. 4",8000 Aarhus C,1950000,2015-10-27,Alm. Salg,39795.0,2.0,Lejlighed,49.0,2015.0,0.0,8000,10.20583,56.158084
"Klostertorvet 11, 2. 5",8000 Aarhus C,1975000,2015-10-27,Alm. Salg,39500.0,2.0,Lejlighed,50.0,2015.0,0.0,8000,10.20583,56.158084
"Ceres Allé 7, 1. 2",8000 Aarhus C,2950000,2015-10-27,Alm. Salg,28095.0,3.0,Lejlighed,105.0,2016.0,0.0,8000,10.191218,56.154591
"Bissensgade 13, ST. TH",8000 Aarhus C,1925000,2015-10-26,Alm. Salg,32627.0,2.0,Lejlighed,59.0,1920.0,-1.0,8000,10.196532,56.15509
"Klostertorvet 11, 2. 4",8000 Aarhus C,1975000,2015-10-26,Alm. Salg,40306.0,2.0,Lejlighed,49.0,2015.0,0.0,8000,10.20583,56.158084
"Ceres Allé 7, 17. 8",8000 Aarhus C,3550000,2015-10-26,Alm. Salg,39444.0,2.0,Lejlighed,90.0,2016.0,0.0,8000,10.191218,56.154591
"Heibergsgade 27, 2. TH",8000 Aarhus C,5200000,2015-10-23,Alm. Salg,34899.0,4.0,Lejlighed,149.0,1908.0,0.0,8000,10.207921,56.145854
Strandvejen 126A,8000 Aarhus C,7000000,2015-10-23,Alm. Salg,42424.0,3.0,Villa,165.0,1962.0,-11.0,8000,10.212232,56.128726
Absalonsgade 4,8000 Aarhus C,2700000,2015-10-23,Fam. Salg,31764.0,3.0,Rækkehus,85.0,1884.0,0.0,8000,10.194125,56.14708
"Nordborggade 3, 1. TV",8000 Aarhus C,1675000,2015-10-23,Alm. Salg,27459.0,2.0,Lejlighed,61.0,1958.0,2.0,8000,10.186706,56.14398
"Skolegade 24, 1",8000 Aarhus C,1800000,2015-10-22,Alm. Salg,25714.0,2.0,Lejlighed,70.0,1831.0,0.0,8000,10.211502,56.155232
"Læssøesgade 45, 3. TV",8000 Aarhus C,1868000,2015-10-22,Alm. Salg,30129.0,2.0,Lejlighed,62.0,1913.0,0.0,8000,10.19166,56.147679
"Vestervang 7, 3. 731",8000 Aarhus C,4000000,2015-10-22,Alm. Salg,34482.0,4.0,Lejlighed,116.0,1970.0,-5.0,8000,10.195057,56.162028
"Møllegade 7B, 1. TV",8000 Aarhus C,2475000,2015-10-22,Alm. Salg,31730.0,3.0,Lejlighed,78.0,1995.0,0.0,8000,10.201336,56.156908
"Helga Pedersens Gade 5, 1. 1",8000 Aarhus C,4198000,2015-10-22,Alm. Salg,38513.0,4.0,Lejlighed,109.0,2014.0,0.0,8000,10.2294,56.16676
"Vestervang 28, 3. TV",8000 Aarhus C,3098000,2015-10-21,Alm. Salg,32957.0,3.0,Lejlighed,94.0,1983.0,0.0,8000,10.19277,56.164296
"Tage-Hansens Gade 15, 4. MF",8000 Aarhus C,1040000,2015-10-21,Fam. Salg,18245.0,2.0,Lejlighed,57.0,1945.0,0.0,8000,10.184218,56.158124
"Høegh-Guldbergs Gade 139, 4. TH",8000 Aarhus C,2050000,2015-10-21,Alm. Salg,31538.0,2.0,Lejlighed,65.0,1938.0,-7.0,8000,10.202199,56.164892
"Åparken 2, 3. 10",8000 Aarhus C,900000,2015-10-21,Alm. Salg,28125.0,1.0,Lejlighed,32.0,1999.0,0.0,8000,10.186038,56.154104
"Brammersgade 66, 3",8000 Aarhus C,2698000,2015-10-21,Alm. Salg,37472.0,2.0,Lejlighed,72.0,1896.0,0.0,8000,10.206834,56.147235
"Eckersbergsgade 21, 1. TH",8000 Aarhus C,1480000,2015-10-21,Alm. Salg,29600.0,1.0,Lejlighed,50.0,1936.0,-1.0,8000,10.195849,56.151682
"Rosensgade 30B, 2. TH",8000 Aarhus C,1850000,2015-10-21,Alm. Salg,25342.0,3.0,Lejlighed,73.0,1846.0,-2.0,8000,10.209835,56.158105
"Ingerslevs Plads 1B, 5",8000 Aarhus C,3500000,2015-10-20,Alm. Salg,40229.0,3.0,Lejlighed,87.0,1911.0,-1.0,8000,10.199933,56.144858
"Skovvejen 69, 2",8000 Aarhus C,2550000,2015-10-20,Alm. Salg,35915.0,3.0,Lejlighed,71.0,1876.0,-2.0,8000,10.217955,56.166369
Mejlgade 38,8000 Aarhus C,7900000,2015-10-20,Alm. Salg,60769.0,6.0,Villa,130.0,1801.0,0.0,8000,10.212386,56.159204
"Banegårdsgade 1, 2. 13",8000 Aarhus C,2100000,2015-10-20,Alm. Salg,23333.0,4.0,Lejlighed,90.0,1956.0,-8.0,8000,10.200121,56.150661
"Stadion Allé 12, 3. TH",8000 Aarhus C,3048000,2015-10-20,Alm. Salg,33494.0,3.0,Lejlighed,91.0,1928.0,0.0,8000,10.193793,56.143426
"Klostertorvet 11, 3. 12",8000 Aarhus C,1875000,2015-10-20,Alm. Salg,41666.0,2.0,Lejlighed,45.0,2015.0,0.0,8000,10.20583,56.158084
"Mariane Thomsens Gade 42, 4. 2",8000 Aarhus C,2475000,2015-10-20,Alm. Salg,31730.0,2.0,Lejlighed,78.0,2013.0,-4.0,8000,10.229664,56.164891
"Regenburgsgade 12, ST. TH",8000 Aarhus C,2005000,2015-10-19,Alm. Salg,27094.0,3.0,Lejlighed,74.0,1938.0,-7.0,8000,10.183254,56.157213
"Banegårdsgade 16, 2. D4",8000 Aarhus C,1062500,2015-10-19,Fam. Salg,16601.0,2.0,Lejlighed,64.0,1962.0,0.0,8000,10.200827,56.150326
Søgade 6B,8000 Aarhus C,1738000,2015-10-19,Alm. Salg,29965.0,2.0,Lejlighed,58.0,1986.0,-1.0,8000,10.198311,56.150391
"Fiskergyde 15, 2",8000 Aarhus C,1600000,2015-10-19,Alm. Salg,25000.0,3.0,Lejlighed,64.0,1900.0,0.0,8000,10.20801,56.155225
"Steinmannsgade 6, ST",8000 Aarhus C,3275000,2015-10-19,Alm. Salg,31190.0,4.0,Lejlighed,105.0,1915.0,0.0,8000,10.190783,56.146245
"Åhusene 6, 6. 5",8000 Aarhus C,2200000,2015-10-19,Alm. Salg,37931.0,2.0,Lejlighed,58.0,2013.0,0.0,8000,10.187961,56.15303
"Åhusene 7, 2. 4",8000 Aarhus C,2068000,2015-10-19,Alm. Salg,37600.0,2.0,Lejlighed,55.0,2013.0,-1.0,8000,10.187806,56.15273
"Dagmar Petersens Gade 94, 5. 3",8000 Aarhus C,4550000,2015-10-19,Alm. Salg,40265.0,2.0,Lejlighed,113.0,2016.0,0.0,8000,10.227889,56.166993
"Ceres Allé 7, 12. 4",8000 Aarhus C,3050000,2015-10-19,Alm. Salg,35465.0,3.0,Lejlighed,86.0,2016.0,0.0,8000,10.191218,56.154591
"Ceres Allé 7, 18. 1",8000 Aarhus C,8300000,2015-10-19,Alm. Salg,43005.0,6.0,Lejlighed,193.0,2016.0,0.0,8000,10.191218,56.154591
"Silkeborgvej 128, ST. TV",8000 Aarhus C,1720000,2015-10-18,Alm. Salg,28196.0,2.0,Lejlighed,61.0,1938.0,-4.0,8000,10.179799,56.156666
"Vestre Ringgade 222, 1. TV",8000 Aarhus C,2498000,2015-10-17,Alm. Salg,29046.0,3.0,Lejlighed,86.0,1947.0,0.0,8000,10.196299,56.169676
"Ceres Allé 7, 15. 7",8000 Aarhus C,3725000,2015-10-17,Alm. Salg,38802.0,4.0,Lejlighed,96.0,2016.0,0.0,8000,10.191218,56.154591
"Sjællandsgade 119, 3",8000 Aarhus C,2450000,2015-10-16,Alm. Salg,28823.0,4.0,Lejlighed,85.0,1891.0,-6.0,8000,10.203383,56.163744
Mariane Thomsens Gade 33,8000 Aarhus C,1895000,2015-10-16,Alm. Salg,29609.0,2.0,Lejlighed,64.0,2013.0,0.0,8000,10.230315,56.165278
"Mariane Thomsens Gade 36, 1. 3",8000 Aarhus C,2098000,2015-10-16,Alm. Salg,27246.0,2.0,Lejlighed,77.0,2013.0,0.0,8000,10.229845,56.165174
"Ceres Allé 7, 10. 1",8000 Aarhus C,2575000,2015-10-16,Alm. Salg,34797.0,2.0,Lejlighed,74.0,2016.0,0.0,8000,10.191218,56.154591
"Jerichausgade 17, ST. TV",8000 Aarhus C,1975000,2015-10-15,Alm. Salg,30384.0,2.0,Lejlighed,65.0,1930.0,-1.0,8000,10.195463,56.15475
"Heibergsgade 3, 3",8000 Aarhus C,2900000,2015-10-14,Alm. Salg,29000.0,3.0,Lejlighed,100.0,1896.0,-8.0,8000,10.208173,56.147128
"Langenæs Allé 33, ST. TH",8000 Aarhus C,2070000,2015-10-13,Alm. Salg,27236.0,3.0,Lejlighed,76.0,1968.0,0.0,8000,10.182677,56.14117
"Åhusene 5, ST. 3",8000 Aarhus C,1063000,2015-10-13,Fam. Salg,20442.0,2.0,Lejlighed,52.0,2013.0,0.0,8000,10.188483,56.152634
"Bülowsgade 46, 1",8000 Aarhus C,1850000,2015-10-12,Alm. Salg,36274.0,2.0,Lejlighed,51.0,1890.0,0.0,8000,10.201977,56.146452
"Vester Allé 27, 2. TV",8000 Aarhus C,2135000,2015-10-12,Fam. Salg,21565.0,3.0,Lejlighed,99.0,1927.0,0.0,8000,10.198707,56.157194
"Vestervang 24, 4. TH",8000 Aarhus C,3150000,2015-10-12,Alm. Salg,31500.0,3.0,Lejlighed,100.0,1986.0,0.0,8000,10.193677,56.164
"Ceres Allé 7, 13. 7",8000 Aarhus C,3575000,2015-10-12,Alm. Salg,37239.0,4.0,Lejlighed,96.0,2016.0,0.0,8000,10.191218,56.154591
"Ceres Allé 7, 3. 8",8000 Aarhus C,2600000,2015-10-12,Alm. Salg,28888.0,3.0,Lejlighed,90.0,2016.0,0.0,8000,10.191218,56.154591
"Ceres Allé 7, 13. 8",8000 Aarhus C,3250000,2015-10-12,Alm. Salg,36111.0,3.0,Lejlighed,90.0,2016.0,0.0,8000,10.191218,56.154591
Ordrupvej 26,8000 Aarhus C,6600000,2015-10-11,Alm. Salg,50000.0,4.0,Villa,132.0,1934.0,-6.0,8000,10.191885,56.137303
"Thunøgade 19, 1",8000 Aarhus C,3149000,2015-10-10,Alm. Salg,34228.0,3.0,Lejlighed,92.0,1891.0,0.0,8000,10.205377,56.1612
"Mejlgade 36C, 1",8000 Aarhus C,2875000,2015-10-10,Alm. Salg,27912.0,4.0,Lejlighed,103.0,1843.0,-4.0,8000,10.212642,56.159065
"Ceres Allé 7, 14. 1",8000 Aarhus C,2800000,2015-10-09,Alm. Salg,37837.0,2.0,Lejlighed,74.0,2016.0,0.0,8000,10.191218,56.154591
"Mariane Thomsens Gade 48, ST. 2",8000 Aarhus C,1945000,2015-10-09,Alm. Salg,27394.0,2.0,Lejlighed,71.0,2013.0,0.0,8000,10.230334,56.165058
"Åparken 2, 3. 3",8000 Aarhus C,925000,2015-10-08,Alm. Salg,28906.0,1.0,Lejlighed,32.0,1999.0,0.0,8000,10.186038,56.154104
"Åparken 2, 4. 9",8000 Aarhus C,925000,2015-10-08,Alm. Salg,28906.0,1.0,Lejlighed,32.0,1999.0,0.0,8000,10.186038,56.154104
"Ceres Allé 7, 17. 2",8000 Aarhus C,4100000,2015-10-08,Alm. Salg,39805.0,3.0,Lejlighed,103.0,2016.0,0.0,8000,10.191218,56.154591
"Mariane Thomsens Gade 36, 1. 4",8000 Aarhus C,2748000,2015-10-08,Alm. Salg,30533.0,3.0,Lejlighed,90.0,2013.0,0.0,8000,10.229845,56.165174
